mention_id,song_id,brand_id,brand_alias,context,char_start,char_end,sentiment,detection_method,mention_count,context_len,gold_label,sent_pos,sent_neg
5129,10565371,32,tom ford,wow she do hashtags tiktoks all the flashbacks look the same my wrist watch think its time for it its time for it think its time for it rockin tom ford,396,404,negative,nlp_regex_ner,1,151,1,0,1
5130,10565371,59,maybach,oh that reminds me you need to mind yours camp out with pine doors log cabin in middle of the forest maybach reclining seats treat me like im all yours wanna drop right into the chorus,506,513,positive,nlp_regex_ner,1,184,2,1,0
5131,10581241,3,gucci,ooh you shouldve never told me you was a freak i had you runnin to the edge of the sheets strokin deep gucci link you got pucci this real sex thats how its supposed to be oil you up lotion me knock out dick i earned the belt too much of this is bad for health when i finish i know you goin to sleep,679,684,negative,nlp_regex_ner,1,298,1,0,1
5132,10620951,24,rolly,ooh blue face rolly i was scopin all night you chosen michael kors louie v anything im buyin it pushstart in the street with a new rod outside firin,153,158,negative,nlp_regex_ner,1,148,1,0,1
5133,10620951,24,rolly,ooh blue face rolly i was scopin all night you chosen,794,799,positive,nlp_regex_ner,2,53,2,1,0
5134,10620951,37,michael kors,ooh blue face rolly i was scopin all night you chosen michael kors louie v anything im buyin it pushstart in the street with a new rod outside firin,193,205,negative,nlp_regex_ner,1,148,1,0,1
5135,10636480,1,chanel,una abusiva mami si me das l break yo la vida te cambio t lleno el clset de gucci y chanel son to los cambio de ferrari el auto y semi en el gua tiro los cambio hacemo la 69 eso es un intercambio me dice daddy costame y te doy lo que t quieras pues yo quiero,377,383,negative,nlp_regex_ner,1,258,1,0,1
5136,10636480,3,gucci,una abusiva mami si me das l break yo la vida te cambio t lleno el clset de gucci y chanel son to los cambio de ferrari el auto y semi en el gua tiro los cambio hacemo la 69 eso es un intercambio me dice daddy costame y te doy lo que t quieras pues yo quiero,369,374,negative,nlp_regex_ner,1,258,1,0,1
5137,10636489,4,prada,soy un lobo esperando a que salga la luna motivando a la yal pa los tiempos de aventura tenerte cerca es ganar una fortuna y cuando te tenga te dar all day m la vi sentada le puse zun da da la nena e fina se viste de prada ella y la pana,217,222,negative,nlp_regex_ner,1,237,1,0,1
5138,10636491,21,nike,no hacen cash sin visaje sin antifaz si me pongo pa la guerra piden la paz la combi nike y las air max el combo completo de camouflage mucho dinero pero queremos ms ghetto superstar prendan el flash yo le quit el love machine ella me quit el supreme chingamos con el blingbling como offset y cardi b los domingos pa la beach en el seadoo con toa las bitch ustedes no los veo viven en twitch ese rolex es feka t no eres rich,540,544,negative,nlp_regex_ner,2,423,1,0,1
5139,10636491,24,rolex,no hacen cash sin visaje sin antifaz si me pongo pa la guerra piden la paz la combi nike y las air max el combo completo de camouflage mucho dinero pero queremos ms ghetto superstar prendan el flash yo le quit el love machine ella me quit el supreme chingamos con el blingbling como offset y cardi b los domingos pa la beach en el seadoo con toa las bitch ustedes no los veo viven en twitch ese rolex es feka t no eres rich,851,856,negative,nlp_regex_ner,1,423,1,0,1
5140,10636491,30,supreme,no hacen cash sin visaje sin antifaz si me pongo pa la guerra piden la paz la combi nike y las air max el combo completo de camouflage mucho dinero pero queremos ms ghetto superstar prendan el flash yo le quit el love machine ella me quit el supreme chingamos con el blingbling como offset y cardi b los domingos pa la beach en el seadoo con toa las bitch ustedes no los veo viven en twitch ese rolex es feka t no eres rich,698,705,negative,nlp_regex_ner,1,423,1,0,1
5141,10646569,6,birkin,ima keep him gunnin bitchass nigga come try somethin ima fire on you in this saint laurent hit the gas my urus run bitch my wife just wait her turn make it sticky we do that lightly cryin now shit get it done wake up birkin bag runnin i came up straight out the slums i told shyne dont put shit on her if it aint a oneofone rich as fuck,1234,1240,negative,nlp_regex_ner,1,336,1,0,1
5142,10646569,7,saint laurent,ima keep him gunnin bitchass nigga come try somethin ima fire on you in this saint laurent hit the gas my urus run bitch my wife just wait her turn make it sticky we do that lightly cryin now shit get it done wake up birkin bag runnin i came up straight out the slums i told shyne dont put shit on her if it aint a oneofone rich as fuck,1094,1107,negative,nlp_regex_ner,1,336,1,0,1
5143,10646569,13,fendi,im totin on extensions got my neck and wrist on frozen young nigga just one show they pay me damn near one million when i walk in ima have my gun with me i buy that ho michael kors fendi purse michael jordans they dont like to see me stuntin i pull up and i act retarded i got all these diamonds on me big money keep it comin dont know how i got all this money fuck nigga,623,628,negative,nlp_regex_ner,1,371,1,0,1
5144,10646569,37,michael kors,im totin on extensions got my neck and wrist on frozen young nigga just one show they pay me damn near one million when i walk in ima have my gun with me i buy that ho michael kors fendi purse michael jordans they dont like to see me stuntin i pull up and i act retarded i got all these diamonds on me big money keep it comin dont know how i got all this money fuck nigga,610,622,negative,nlp_regex_ner,1,371,1,0,1
5145,10649924,59,maybach,im chafin you dont know how to ball you lazy you ignorin my calls shit crazy one time for the hoes im savin one time for the hoes that hate me two times for the hoes that hate me three times for the hoes that hate me threefive in the blunt im spacin four doors on the rolls shit spacious i dont know if its uh i dont know if its smart i stay here i dont know if i want that maybach i dont know if ill find my way back i aint never gon buy my way in i aint never gon bow to no man i dont care who the fuck you came with i dont care what the fuck your name is what huh,1181,1188,negative,nlp_regex_ner,1,566,1,0,1
5146,10652783,6,birkin,ooh yeah jetski woah cb on the beat ooh bought her ass a birkin,57,63,negative,nlp_regex_ner,1,63,1,0,1
5147,10652783,6,birkin,and she started slurpin thethese bitches lyin on my dick these hoes is worthless bought her ass a birkin,263,269,negative,nlp_regex_ner,1,104,1,0,1
5148,10652783,55,richard mille,i just fucked like three pornstars and then i got a rash only pay for pussy through zelle i dont do cash app i just bought a richard mille lets get a pint of act sippin on red now its a holiday ima pull up with a fn to your mama place better get on your kneecaps before you walk in the gate,826,839,negative,nlp_regex_ner,1,290,1,0,1
5149,10652783,59,maybach,then she started twerkin maybach with no curtain that shit need some service whip it out in the back,89,96,negative,nlp_regex_ner,2,100,1,0,1
5150,10658822,2,louis,i done popped out feelin like odd future tyler the creator my louis them boys done smoked like five opps thats a whole pack of looseleaf this eighth came straight from auntie we pinkslip boys no car lease my cup all pink lik a barbie,375,380,negative,nlp_regex_ner,1,233,1,0,1
5151,10664874,59,maybach,haha haha haha haha throw money up in the eco shootin that bitch like a free throw maybach since i was a vito my brother my twin cardo i still put the drugs in the cargo they bills aint more than my car note these bitches is buyable barcode,922,929,negative,nlp_regex_ner,1,240,1,0,1
5152,10683876,11,patek,im grinning no czs no percentin free all my dawgs my blenders im tryna stick out ion blend in big patek like ben 10 we finna put him on cnn his foot on his bitch its a winwin after late night we go gremlin beat up her back,388,393,negative,nlp_regex_ner,1,222,1,0,1
5153,10688915,45,audemars,im talkin hoppin out of cars that dont come out til next year that pagani so fast it shouldnt be another gear we just trappers of the year and we gon need another cheer range peach color pear seein peace gotta steer and i think she like the audemars on me chains dancin got a boogie nahnahnahnahnah on me when she pull up like the plug she gon drop it all for me its only scary hours when she pull up be like ooh,1059,1067,negative,nlp_regex_ner,1,412,1,0,1
5154,10689155,1,chanel,ima do her hair her nails her toes and keep her fly she might get a chanel purse if her head is fire she dont want no lame nigga,197,203,negative,nlp_regex_ner,3,128,1,0,1
5155,10689155,3,gucci,brr brr its gucci brr brr she dont want no lame nigga,12,17,positive,nlp_regex_ner,1,53,2,1,0
5156,10702993,59,maybach,yeah maybach high speed chase wop put a bitch inside her place big 45 no mace camo when my album run gems on top of all my joints beams on bottom all these guns switch as well get,1170,1177,negative,nlp_regex_ner,1,179,1,0,1
5157,10704445,14,bottega,you cappin in your interviews im rappin like the rent is due she just put my glasses on now she got the vision too tell my niggas hold your head look good if you win or lose she outside with the gang he at home miserable rollin joints with two girls i think that they identical dont even need a mask i hit the gas now im invincible rollin weed dont pass around the glass like im the principal she just bought that ass i told her shake it fast like mystikal overseas some hours flown down the stairs my jewelers know by the beach xclusive homes only fuck with bougie hos new bottega on your toes fuck you in the studio runway shit the newest clothes tokyo for sushi rolls,574,581,negative,nlp_regex_ner,1,670,1,0,1
5158,10704849,26,coach,i i dont got time for no troll a player bitch i am the coach mentionin me dont forget im a goat mentionin me dont forget they cant,974,979,negative,nlp_regex_ner,1,130,1,0,1
5159,10705292,32,tom ford,thats just how it is man never aint what it aint it is what it is uhhuh lifestyle changes had to make some paid off and some im still waiting rolling weed up every day sprayin tom ford she loving my fragrance i aint make it overnight to get where im at it took hella patience,176,184,negative,nlp_regex_ner,1,275,1,0,1
5160,10705293,9,balenciaga,i left the scnt dna in the game so i left a print blew up ten years ago and they aint seen him since been on the road for two years and aint seen the city this is for my niggas on the road with them things taped up in a benz bout to hit balenciaga,846,856,negative,nlp_regex_ner,1,247,1,0,1
5161,10705294,5,dior,yeah just got dressed say you coming over sex on your mind drinking you aint sober baby you the best baby you the coldest sex on the beach early mimosas catch them off guard when we out dont aproach us dressed in dior pose for your photos we can have sex on the yacht if you want to we can call up a private chef bring lunch through we can make our own little mess clean it up too i can make a song right now w can fuck to pulling right here in the bathroom got a nigga in his feelings saying that i lov you you a bad girl dont know if i can trust you you can take your time slow it down dont rush you been a long time,290,294,negative,nlp_regex_ner,1,618,1,0,1
5162,10705296,9,balenciaga,and we got tennis in the pool for sure might pull up to order quick and get my food to go filet dont forget the lobster tacos im with the same niggas from before because we never fold family over everything stay taylor gang you know the code call balenciaga might go hoodie shoppin when its closed in love with my ferrari i might put the top up when its cold,735,745,negative,nlp_regex_ner,1,358,1,0,1
5163,10711932,61,chucks,lastcallers lastchancers 9to5ers truckers dancers couple chucks erns and chandlers with a whole lotta prayers unanswered whiskey by noon and beer before that southbound train on a hellbound track might just put two middle fingers up and throw one back for all the people who aint ever felt at home just spinnin on a rock and gettin stoned,57,63,negative,nlp_regex_ner,1,338,1,0,1
5164,10716136,9,balenciaga,but with you i slow it down you make me learn the way i tell you to get up cause we bout to gt on a jet and period purr you say got tired of hanging round all of thm niggas thats broke so you got the world replaced them niggas is lame and bitches be weird as fuck so that made you turn away might took her out and go to balenciaga she want a purse today i wasnt born with all these millions that was something that i learned to make she wanna ball she wanna hop in the rari light up and swerve away i put you all in bikinis and take you to fiji im watching you surf the wave niggas be all in your dms i dont give a fuck they still cant curve the chase heres the bottle you deserve to taste go see the doctor you deserve the waist,740,750,negative,nlp_regex_ner,1,729,1,0,1
5165,10734783,3,gucci,no highend thot bitch you just a bystander christian dior pajama gucci up under body number i just picked up somethin from mercedes its a one of one black exterior the one that i want red inside like that time of the month blood money thats how i got this blood money thats how i got this we can vacation wherever we want cause i dont care where none of my opps is,601,606,negative,nlp_regex_ner,1,364,1,0,1
5166,10734783,5,christian dior,no highend thot bitch you just a bystander christian dior pajama gucci up under body number i just picked up somethin from mercedes its a one of one black exterior the one that i want red inside like that time of the month blood money thats how i got this blood money thats how i got this we can vacation wherever we want cause i dont care where none of my opps is,579,593,negative,nlp_regex_ner,1,364,1,0,1
5167,10749288,8,cartier,i could be your tutor show you how to put your diamonds in sets big ring ap cartier bracelet tennis chain throw some leaves on that van cleef van cleef shit so cheap you gon fuck around make me flood your nck twotone patek with a rosary st send that shit out to rose gold in the a ive been runnin gotta chase that check three new birkins my wife come home i want a bentley she want a gwagen we dont do no sharin for shit young nigga young nigga pink strip my lashes fuck round try youll die in this bitch fuck round cryin out loud in this bitch anything for you to not leave percocets and x i know you hate im off codeine got my chance you tryin tap out didnt hear no ring racks and straps inside this house you dont know my name bitch i thought stack racks and buy a private plane now she bitch ill knock your brother out so quit that playin i just got this bitch name tatted on my finger this rockstar shit gettin out of hand drugs got me goin insane,443,450,negative,nlp_regex_ner,1,952,1,0,1
5168,10749288,11,patek,i could be your tutor show you how to put your diamonds in sets big ring ap cartier bracelet tennis chain throw some leaves on that van cleef van cleef shit so cheap you gon fuck around make me flood your nck twotone patek with a rosary st send that shit out to rose gold in the a ive been runnin gotta chase that check three new birkins my wife come home i want a bentley she want a gwagen we dont do no sharin for shit young nigga young nigga pink strip my lashes fuck round try youll die in this bitch fuck round cryin out loud in this bitch anything for you to not leave percocets and x i know you hate im off codeine got my chance you tryin tap out didnt hear no ring racks and straps inside this house you dont know my name bitch i thought stack racks and buy a private plane now she bitch ill knock your brother out so quit that playin i just got this bitch name tatted on my finger this rockstar shit gettin out of hand drugs got me goin insane,584,589,negative,nlp_regex_ner,1,952,1,0,1
5169,10751545,4,prada,wrong you do me wrong wrong the sunsets amazing let me see from the shores my travel agent needs suggestions so i sent brochure who needs some wearing prada when you could go raw you took took the words right off my lip like toum sauce before i jump in the water the world pause this opportunity one of these the rooms yours im sure ill be greeted by he in the cold waters took my eyes off the doors of the truck go to paradise,596,601,positive,nlp_regex_ner,1,427,2,1,0
5170,10764334,43,givenchy,yeah push your whole wig back break a bitch back like kitkat i got givenchy from head to my toe i fucked a cuban bitch straight out the boat your grandmas a bitch and your son is a hoe,488,496,negative,nlp_regex_ner,1,184,1,0,1
5171,10765569,3,gucci,intro gucci mane dj drama youre a big gucci mane fan where did that come from so i got on to dr dre in about two thou it was 2002 kind of evolved from that to eminem and then i had one of my sons friends you know they were kids ask me did i listen to gucci mane i didnt know who it was so as soon as i found him it was like crazy,6,11,negative,nlp_regex_ner,3,329,1,0,1
5172,10765570,3,gucci,intro dj drama gucci mane uhoh,15,20,negative,nlp_regex_ner,1,30,0,0,1
5173,10765571,3,gucci,you know what we had to kick that bitch in gangsta grillz chorus gucci mane dj drama its fuckin up my vision how it kicked in im mixin up my medicines and it kicked in she came in with her friend then it kicked in she just took a lil bit it still kicked in mr thanksgiving,149,154,negative,nlp_regex_ner,2,272,1,0,1
5174,10765571,3,gucci,yeah verse 1 gucci mane dj drama inside butter but the outside red all this money,370,375,negative,nlp_regex_ner,1,81,1,0,1
5175,10765571,3,gucci,they like gucci mane you might be or you gettin high i gamble like bruno im wakin up in the sky fucked up but they say he got two hoes on the side and they both bi i got two twins im bout to fuck em again but they both shy,886,891,negative,nlp_regex_ner,1,222,1,0,1
5176,10765572,3,gucci,intro dj drama gucci mane somebody asked me a question the other day i got questions said dram why you the goat i got questions i said i aint the goat,15,20,negative,nlp_regex_ner,2,150,1,0,1
5177,10765574,3,gucci,intro dj drama gucci mane the greatest of all trappers,15,20,positive,nlp_regex_ner,1,54,2,1,0
5178,10765574,3,gucci,but lately i feel like a hypocrite verse 1 gucci mane dj drama whole lot of confidence real southern accent,495,500,positive,nlp_regex_ner,1,107,2,1,0
5179,10765575,3,gucci,gangsta grizzillz chorus gucci mane dj drama im makin love to the money and the sex great love at first sight we fucked the first date we back at it im makin love to the money like a sex tape im talkin sexyy red,25,30,negative,nlp_regex_ner,1,211,1,0,1
5180,10765577,3,gucci,intro dj drama gucci mane ayy wop let me give you your flowers you know you gave life to the culture,15,20,positive,nlp_regex_ner,1,100,2,1,0
5181,10765577,3,gucci,i got you for life my nigga chorus gucci mane dj drama sixfigure striker two hundred titles i hit your idol top off the spider dont need a writer know you a biter dp to metro guess who the driver millions on millions im clutchin a rifle,247,252,negative,nlp_regex_ner,2,236,1,0,1
5182,10765577,11,patek,im fuckin your sis fresh as a bitch check out the kicks glock and a switch make you twist into swiss this patek so icy,996,1001,negative,nlp_regex_ner,1,118,1,0,1
5183,10765579,3,gucci,intro dj drama gucci mane and like that one thing about it ima keep me some money i dont know bout the rest of these dudes but one thing about it ima keep me some paper we gone let the band play go chorus gucci mane dj drama one thing about it ima shit on these niggas one thing about it no quit in me nigga one thing about it no bitch in me nigga,15,20,negative,nlp_regex_ner,2,347,1,0,1
5184,10775755,18,dg,he is a redditor im sippin on dg mansion,841,843,negative,nlp_regex_ner,1,40,0,0,1
5185,10782271,1,chanel,double the size tryna make us fat they doin this inclusive shit they just made that girl paloma the head model they tryna push fuckinuhh obesity to us they tryna they put us in a mcdonalds commercial they put your brother in a mcdonalds commercial they try to put me in a mcdonalds commercial mcdonalds kills you my nigga they not puttin healthy shit you can grow fuckin food right off the side of the ground my nigga you dont got to pay for all of this shit and fuck all of this chanel shit shit we do to impress niggas goin broke to impress other broke people man fuck the chanel bag and any,15163,15169,negative,nlp_regex_ner,2,593,1,0,1
5186,10782271,2,louis,yes yes its pyramids in saint louis nigga in missouri they stole all this shit america just the latest bitch that been ran through so many times the greeks hit her mansa musa hit her we had her the indians and shit the motherfuckin the motherfuckin pilgrims its the jewish niggas they dress the same nigga its the same shit thats the story they put us in the school the rothschild dahdahdah,3091,3096,negative,nlp_regex_ner,1,390,1,0,1
5187,10782271,2,lv,no what you gon do for us what they gonna do for us yall niggas done voted democrat all these motherfuckin times th yall niggas showin up at the lv show they niggas are colonizers nigga the french own eighty percent of the banks in africa nigga thats why i just met with nbs nigga head of saudi nigga we dont have to bow with this shit nigga,4074,4076,negative,nlp_regex_ner,2,341,1,0,1
5188,10782271,9,balenciaga,but they tryin to program them the head of louis vuitton bernard arnault fuck you fuck that man alexander arnault fuck you franois pinault fuck you demna fuck you crowd goes rowdy fuck balenciaga,5585,5595,negative,nlp_regex_ner,1,195,1,0,1
5189,10782271,9,balenciaga,alright alright fuck cedric from balenciaga buy the yzy pods buy the yzy pods fuck gap and fuck adidas nigga,5629,5639,negative,nlp_regex_ner,1,108,1,0,1
5190,10782271,23,adidas,you get what im sayin and then niggas be hangin these niggas just for some money on some mike rubin shit sslap the shit out of mike rubin if i see that nigga man know what im sayin its like yo fuck crowd clapping and cheering him fuck these niggas bro fuck these niggas they know what im sayin im on my farrakhan don shit right now bro because guess what these yeezys gon sell ththey sabotaged the show today they sabotaged the instagram they cut off the fuckin adidas contract they get all of this shit then they want to get light skin ye you gotta understand thats jerry his real name is light skin ye bro crowd laughs deadass he told me that was his name its light skin ye they want the light skin version they want a george floyd they want a virgil then likethey dont let me speak at his ffuneral i saw two three four five white people not let me speak in front of none of yall niggas and drake nigga because you black hey hold up hold up be quiet when im talking baby drake i love you,1378,1384,negative,nlp_regex_ner,1,989,1,0,1
5191,10782271,23,adidas,alright alright fuck cedric from balenciaga buy the yzy pods buy the yzy pods fuck gap and fuck adidas nigga,5692,5698,negative,nlp_regex_ner,1,108,1,0,1
5192,10782271,23,adidas,all you niggas is like fuck and still wearing adidas nigga dont say me shit i aint nigga,5751,5757,negative,nlp_regex_ner,2,88,1,0,1
5193,10782271,23,adidas,yall niggas let adidas crash the richest nigga all time but crowd gets rowdy,7661,7667,positive,nlp_regex_ner,1,76,2,1,0
5194,10798011,24,rollie,that ap that rollie do you see me not on me homie killer kill homies you lil jabronis know me impeccable,1156,1162,positive,nlp_regex_ner,1,104,2,1,0
5195,10821004,6,birkin,yeah servin out the bathroom stalls uh hold on skirts and heels and marble towel uh skrrt i up the numbers did it rapidly its trampoline how its boun uh bounce s and vs run the town uh s and vs send it off then back around uh woo make everything everlasting woo we the last of the sound uh woo drop the wave lt em drown uh duhduh duhduh woo verse 2 quavo young thug both twohundredk for the nck piece hundredthousand for the jet ski the birkin bag make her sexy dunk a bitch lisa leslie fashion week belt by the presley cactus jack lambo chocolate nestle skrrt im wrappin my lamb fluorescent skrrt skrrt skrrt we straight out the north,690,696,negative,nlp_regex_ner,1,635,1,0,1
5196,10832923,3,gucci,the national anthem gucci mane wanted,736,741,positive,nlp_regex_ner,1,37,1,1,0
5197,10832923,3,gucci,yeah gucci was right there the whole time he just wanted to sing along too cause he was excited right go head do gucci one time,759,764,positive,nlp_regex_ner,2,127,2,1,0
5198,10833306,61,cons,what up shocker also i gotta shout out my people john monopoly don c devo springsteen what up call that bad boy shamari what up cons to the quence 192,632,636,positive,nlp_regex_ner,1,150,2,1,0
5199,10871307,11,patek,but you know what im sayin motherfuckers dont even be appreciatin this shit but its cool bought the patek,227,232,positive,nlp_regex_ner,1,105,2,1,0
5200,10871307,11,patek,i was movin too fast only sorry cause i was movin too fast zoey said i knew it wasnt gon last bought the patek i was movin too fast richard millie,405,410,negative,nlp_regex_ner,1,146,1,0,1
5201,10874463,4,prada,im just like you you way to better you cant stay in drama nigga be yourself fuck what they do thats what you say mama i cant be no hoe if shit aint goin my way i guess just play harder i like to cash out you know i fuck with prada you wont spend too much you dont need too much,674,679,negative,nlp_regex_ner,1,277,1,0,1
5202,10881264,15,burberry,my niggas aint with that my niggas with get back my niggas we are for real my niggas they kill my niggas dont play i on even know these groupie ass niggas why the fuck they in my face i aint even fuck that bitch i feel like prince harry fucking hoes with my bitch i feel like tip harris i might have a baby man that shit scary but at my baby shower wear all burberry lil,775,783,negative,nlp_regex_ner,1,370,1,0,1
5203,10887818,11,patek,look like he did a heist for it my mama paid three thousand for a bag cant even put her phone in it paid twofifty cash for gold patek aint even have stones in it you niggas so soft we cut them boys up and aint got no bones in em fuck around fire i spilled some blood all on my chrome denim nigga mad at me be mad at your ho what the fuck is wrong with him,1217,1222,negative,nlp_regex_ner,1,355,1,0,1
5204,10890781,4,prada,ski was first previewed on september 16th 2024 through a short snippet filmed by rick nyce representing freebandz films aint gon let up on these niggas like im yola bout to drop another eighth inside my soda we inside the prada store its cowabunga it aint california rari when i roll droppin the top on the vert i been pushin the coupe through the slums smackin this bitch off a perc i done hit her she speakin in tongues fuckin the check up and get it right back cause im one of them ones got them demons with me got the devil with me like a rockt im launching i polluted in my cup aint no lov for no slut bitch you know im,222,227,negative,nlp_regex_ner,1,624,1,0,1
5205,10890781,13,fendi,im slappin on back when you pinch my young nigga puttin on fendi im due for the mula again im not new to this true to this woo woo,1089,1094,negative,nlp_regex_ner,1,130,1,0,1
5206,10894192,2,louis vuitton,i take st sticks with me and i take killers where i go bout to go count a mil ticket til my wrist lock up fuck another check up every time we leave the store popped so many tags i forgot how many cars i got wrapped a soldier rag round the gun louis vuitton,1425,1438,negative,nlp_regex_ner,1,256,1,0,1
5207,10894192,24,rollie,so i bought the bar dick her down til her body start shakin she in shock i talk drugs i talk diamonds i talk money ashallah give you cake happy birthday ima fuck her raw thats my bitch im throwin a rollie on her arm turn a baddie to a boss overnight she a star my lil bitch hittin them licks every day credit card,898,904,negative,nlp_regex_ner,1,313,1,0,1
5208,10894200,2,louis,yeah fifteen karat wedding ring aint even married yet i just bought a bad bitch im such a cash man countin up so much dog shit it look like cow shit just popped another x pill i need to be cautious shorty want it down in her lungs chew a nigga up like gum skeeted until i got numb i was so high i couldnt feel when i cum trap full of bricks and bread came from the blocks servin crumbs seven dollar pull up in the slum gotta motivate a young nigga doin numbers youngin put a switch on a gun head off sound like a bomb slime a bitch out of course promise i aint never gon turn on my brother everything goes aint gotta snipe no hoes went through the lows now im bout to go and cop em both cooking out the pyrex young nigga sippin on hitech fly like a pilot custom made louis all ostrich went and got a gaffer aint have to sell my masters riding with a smacker turn your little kid to a bastard whole lot of cash,795,800,negative,nlp_regex_ner,1,909,1,0,1
5209,10895298,32,tom ford,yeah tom ford skinny pants,178,186,negative,nlp_regex_ner,1,26,0,0,1
5210,10912589,42,omega,t eres mi omega t eres mi omega t y yo perdos,10,15,negative,nlp_regex_ner,2,45,1,0,1
5211,10912589,56,choo,no bebo ya no fumo no consumo y lo presumo t eres lo mejor y antes de ti yo era lo peor estribillo rosala ralphie choo me,282,286,negative,nlp_regex_ner,1,121,1,0,1
5212,10920559,13,fendi,huh uh dope boy nike spikes they cant spy kid lawnmower service i aint have to sell whitetees orange and blue richard mille feel like spike lee put my daughter in fendi blankets when she nightnighty i dont need a key to crank it all my opps spicy they bitches wanna fuck us all day and all night,193,198,negative,nlp_regex_ner,1,295,1,0,1
5213,10920559,21,nike,huh uh dope boy nike spikes they cant spy kid lawnmower service i aint have to sell whitetees orange and blue richard mille feel like spike lee put my daughter in fendi blankets when she nightnighty i dont need a key to crank it all my opps spicy they bitches wanna fuck us all day and all night,46,50,negative,nlp_regex_ner,1,295,1,0,1
5214,10920559,55,richard mille,huh uh dope boy nike spikes they cant spy kid lawnmower service i aint have to sell whitetees orange and blue richard mille feel like spike lee put my daughter in fendi blankets when she nightnighty i dont need a key to crank it all my opps spicy they bitches wanna fuck us all day and all night,140,153,negative,nlp_regex_ner,1,295,1,0,1
5215,10923629,24,rolex,i ask that bitch if that pussy for me she said yes you and you only i got a project bitch she bowed leg she kept the shit real got a rolex she on her period code red just fuck it just give me some more head i drunk it,1803,1808,negative,nlp_regex_ner,1,217,1,0,1
5216,10923629,59,maybach,im fuckin they baby momma givin thes folks somethin to hate on im drippin in flavor i keep givin these folks somethin to hate on pull up cyber maybach verse moneybagg yo cmg breezy i keep givin these folks somethin to hate on they like bagg this the shit we was waitin on just got a truckload in now they gone give me a week,703,710,negative,nlp_regex_ner,1,324,1,0,1
5217,10923643,2,lv,but she just blessed lets talk about rags to riches had to get off my ass and get it check the lv jacket for this shit here gotta have you a bag to get it right now im in cali with it smokin traditional za the bagg edition sippin a double cup of some texas tea with a bitch from dallas with me got her own bread got her own motion she know how to pop it and see all them hoes thats hatin on her tellin me to clock it private function city jumpin when them loaves in town i hate when niggas come with extra niggas who brung him around,612,614,negative,nlp_regex_ner,1,533,1,0,1
5218,10961218,11,patek philippe,i know i inspired the tabi on feet patek philippe i got it from retail but worth a whole three,971,985,positive,nlp_regex_ner,1,94,2,1,0
5219,10961218,59,maybach,but that photo sent you home i pulled up in soho in a robo cybertron i dont care what they on im from two fingers and thumb shawty swing my way shawty swing my way shawty swing my way i got racks to play shawty swing my way shawty swing my way shawty swing my way maybach with the drapes look at the cover of my album nigga when i dropped that shit was a bomb that pussy got power baby,354,361,negative,nlp_regex_ner,1,385,1,0,1
5220,11016564,2,louis,you mexican take her to moes been tryna make a buck stretch before i played in the pros before i had strikes on my name some way i could stretch out the dough i aint ever sell no dope all of my hoes is cold aint no way that he cappin to hoes these new niggas gettin bold they gave my big dawg twenty to life on god that hurt my soul told all my dawgs we never play texas hold em we dont fold inside of my maybach snow i cant call a nigga my brother he aint seen me at my lowest these hoes come around yall boys lose focus two twin louis bags i call em the olsens cut his lip censor the spokesman and i keep fire like earth wind fuck wrong with these niggas keep jokin keep pokin his chest he rehearsed it wham sent me the cybertruck no purchase one of my only friends from rap these other boys bogus dee santi sat in a cell so long just look in his eyes they soulless i aint gone niggas know im tellin put a bad bitch on the tesla we call em spinners they dont stop rollin,910,915,negative,nlp_regex_ner,1,972,1,0,1
5221,11016564,59,maybach,you mexican take her to moes been tryna make a buck stretch before i played in the pros before i had strikes on my name some way i could stretch out the dough i aint ever sell no dope all of my hoes is cold aint no way that he cappin to hoes these new niggas gettin bold they gave my big dawg twenty to life on god that hurt my soul told all my dawgs we never play texas hold em we dont fold inside of my maybach snow i cant call a nigga my brother he aint seen me at my lowest these hoes come around yall boys lose focus two twin louis bags i call em the olsens cut his lip censor the spokesman and i keep fire like earth wind fuck wrong with these niggas keep jokin keep pokin his chest he rehearsed it wham sent me the cybertruck no purchase one of my only friends from rap these other boys bogus dee santi sat in a cell so long just look in his eyes they soulless i aint gone niggas know im tellin put a bad bitch on the tesla we call em spinners they dont stop rollin,784,791,negative,nlp_regex_ner,1,972,1,0,1
5222,11026638,11,patek,say he want a future tell that ho to buy a patek im a real p bitch ride it good now he a addict rock rock steady,711,716,positive,nlp_regex_ner,1,112,2,1,0
5223,11035487,15,burberry,but i look at your shirt it look like you still in burberry much hi how are you doing im,237,245,positive,nlp_regex_ner,1,88,2,1,0
5224,11036754,3,gucci,im just the gangster of gucci,570,575,negative,nlp_regex_ner,1,29,0,0,1
5225,11040508,59,maybach,my stick i treat the maybach truck like its a lyft please dont get lifted please dont get lifted please dont get lifted please dont get lifted please dont get lifted please dont get lifted please dont get lifted at the least thirty right there in my clip i treat the maybach truck like its a lyft please dont get lifted please dont get lifted bro spun the opps so much,320,327,positive,nlp_regex_ner,2,368,2,1,0
5226,11040512,7,yves saint laurent,huh yves saint laurent hold a zip,580,598,positive,nlp_regex_ner,1,33,1,1,0
5227,11040522,11,patek,i go to bed in a rollie wake up i jump in my lamb and im smashin i go outside in the patek millions of bands reload it,1083,1088,negative,nlp_regex_ner,2,118,1,0,1
